id,Points,Time,Latitude,Longitude,Direction
88,Point 88,16:37:30,18.55989,73.91537,Forward
89,Point 89,16:38:00,18.5598,73.91513,Forward
90,Point 90,16:38:30,18.55922,73.91362,Forward
91,Point 91,16:39:00,18.55917,73.91344,Forward
92,Point 92,16:39:30,18.55901,73.91296,Forward
93,Point 93,16:40:00,18.55884,73.91244,Forward
94,Point 94,16:40:30,18.55869,73.91196,Forward
95,Point 95,16:41:00,18.55863,73.9118,Forward
96,Point 96,16:41:30,18.55858,73.91164,Forward
97,Point 97,16:42:00,18.55854,73.91151,Forward
98,Point 98,16:42:30,18.55851,73.91141,Forward
99,Point 99,16:43:00,18.55848,73.91133,Forward
100,Point 100,16:43:30,18.55843,73.91121,Forward
101,Point 101,16:44:00,18.55834,73.911,Forward
102,Point 102,16:44:30,18.55826,73.91084,Forward
103,Point 103,16:45:00,18.5582,73.9107,Forward
104,Point 104,16:45:30,18.5581,73.91048,Forward
105,Point 105,16:46:00,18.55797,73.91026,Forward
106,Point 106,16:46:30,18.5579,73.91011,Forward
107,Point 107,16:47:00,18.55783,73.90999,Forward
108,Point 108,16:47:30,18.55774,73.90984,Forward
109,Point 109,16:48:00,18.55769,73.90977,Forward
110,Point 110,16:48:30,18.55762,73.90964,Forward
111,Point 111,16:49:00,18.55747,73.90942,Forward
112,Point 112,16:49:30,18.55732,73.90923,Forward
113,Point 113,16:50:00,18.55716,73.90898,Forward
114,Point 114,16:50:30,18.55711,73.9089,Forward
115,Point 115,16:51:00,18.55682,73.90846,Forward
116,Point 116,16:51:30,18.55652,73.90797,Forward
117,Point 117,16:52:00,18.55638,73.90781,Forward
118,Point 118,16:52:30,18.55628,73.90769,Forward
119,Point 119,16:53:00,18.55615,73.90754,Forward
120,Point 120,16:53:30,18.55601,73.90737,Forward
121,Point 121,16:54:00,18.55598,73.90733,Forward
122,Point 122,16:54:30,18.55591,73.90724,Forward
123,Point 123,16:55:00,18.55556,73.90683,Forward
124,Point 124,16:55:30,18.55541,73.90666,Forward
125,Point 125,16:56:00,18.55521,73.90635,Forward
126,Point 126,16:56:30,18.55489,73.9056,Forward
127,Point 127,16:57:00,18.55485,73.90546,Forward
128,Point 128,16:57:30,18.55474,73.90514,Forward
129,Point 129,16:58:00,18.55464,73.90478,Forward
130,Point 130,16:58:30,18.55459,73.90464,Forward
131,Point 131,16:59:00,18.55452,73.90439,Forward
132,Point 132,16:59:30,18.55449,73.90428,Forward
133,Point 133,17:00:00,18.5543,73.90351,Forward
134,Point 134,17:00:30,18.55423,73.90322,Forward
135,Point 135,17:01:00,18.55421,73.90314,Forward
136,Point 136,17:01:30,18.55417,73.90302,Forward
137,Point 137,17:02:00,18.5541,73.90278,Forward
138,Point 138,17:02:30,18.55404,73.90258,Forward
139,Point 139,17:03:00,18.55396,73.90226,Forward
140,Point 140,17:03:30,18.55388,73.902,Forward
141,Point 141,17:04:00,18.55367,73.90131,Forward
142,Point 142,17:04:30,18.5536,73.9011,Forward
143,Point 143,17:05:00,18.55347,73.90066,Forward
144,Point 144,17:05:30,18.55342,73.90049,Forward
145,Point 145,17:06:00,18.5533,73.90014,Forward
146,Point 146,17:06:30,18.55315,73.89967,Forward
147,Point 147,17:07:00,18.5531,73.89954,Forward
148,Point 148,17:07:30,18.55306,73.89947,Forward
149,Point 149,17:08:00,18.55293,73.899,Forward
150,Point 150,17:08:30,18.55285,73.89873,Forward
151,Point 151,17:09:00,18.55281,73.8986,Forward
152,Point 152,17:09:30,18.55269,73.89823,Forward
153,Point 153,17:10:00,18.55257,73.89788,Forward
154,Point 154,17:10:30,18.55246,73.89758,Forward
155,Point 155,17:11:00,18.55239,73.89739,Forward
156,Point 156,17:11:30,18.55231,73.89709,Forward
157,Point 157,17:12:00,18.55221,73.89676,Forward
158,Point 158,17:12:30,18.55217,73.89665,Forward
159,Point 159,17:13:00,18.55216,73.89661,Forward
160,Point 160,17:13:30,18.55212,73.89652,Forward
161,Point 161,17:14:00,18.55221,73.89641,Forward
162,Point 162,17:14:30,18.55227,73.89635,Forward
163,Point 163,17:15:00,18.55228,73.89623,Forward
164,Point 164,17:15:30,18.5523,73.89604,Forward
165,Point 165,17:16:00,18.55234,73.8956,Forward
166,Point 166,17:16:30,18.55235,73.8955,Forward
167,Point 167,17:17:00,18.55237,73.89518,Forward
168,Point 168,17:17:30,18.55242,73.89424,Forward
169,Point 169,17:18:00,18.55242,73.89423,Forward
170,Point 170,17:18:30,18.55246,73.89328,Forward
171,Point 171,17:19:00,18.55247,73.89286,Forward
172,Point 172,17:19:30,18.55247,73.89284,Forward
173,Point 173,17:20:00,18.55248,73.89265,Forward
174,Point 174,17:20:30,18.55248,73.89262,Forward
175,Point 175,17:21:00,18.55249,73.89227,Forward
176,Point 176,17:21:30,18.5525,73.89208,Forward
177,Point 177,17:22:00,18.55251,73.8919,Forward
178,Point 178,17:22:30,18.55252,73.89167,Forward
179,Point 179,17:23:00,18.55253,73.89145,Forward
180,Point 180,17:23:30,18.55253,73.89125,Forward
181,Point 181,17:24:00,18.55254,73.89087,Forward
182,Point 182,17:24:30,18.55254,73.89073,Forward
183,Point 183,17:25:00,18.55255,73.89069,Forward
184,Point 184,17:25:30,18.55255,73.89049,Forward
185,Point 185,17:26:00,18.55255,73.89033,Forward
186,Point 186,17:26:30,18.55256,73.89015,Forward
187,Point 187,17:27:00,18.55258,73.88974,Forward
188,Point 188,17:27:30,18.55262,73.88953,Forward
189,Point 189,17:28:00,18.55264,73.88934,Forward
190,Point 190,17:28:30,18.55266,73.88919,Forward
191,Point 191,17:29:00,18.55268,73.88908,Forward
192,Point 192,17:29:30,18.55274,73.88867,Forward
193,Point 193,17:30:00,18.55279,73.8881,Forward
194,Point 194,17:30:30,18.55293,73.8867,Forward
195,Point 195,17:31:00,18.55294,73.88666,Forward
196,Point 196,17:31:30,18.55315,73.88533,Forward
197,Point 197,17:32:00,18.55322,73.88482,Forward
198,Point 198,17:32:30,18.55328,73.8844,Forward
199,Point 199,17:33:00,18.55334,73.88411,Forward
200,Point 200,17:33:30,18.55335,73.88399,Forward
201,Point 201,17:34:00,18.55335,73.88396,Forward
202,Point 202,17:34:30,18.55335,73.88382,Forward
203,Point 203,17:35:00,18.55335,73.8838,Forward
204,Point 204,17:35:30,18.55335,73.88367,Forward
205,Point 205,17:36:00,18.55335,73.88343,Forward
206,Point 206,17:36:30,18.55333,73.8831,Forward
207,Point 207,17:37:00,18.5533,73.88292,Forward
208,Point 208,17:37:30,18.55325,73.88256,Forward
209,Point 209,17:38:00,18.55322,73.88237,Forward
210,Point 210,17:38:30,18.55319,73.88219,Forward
211,Point 211,17:39:00,18.55316,73.88196,Forward
212,Point 212,17:39:30,18.55304,73.88101,Forward
213,Point 213,17:40:00,18.55302,73.88083,Forward
214,Point 214,17:40:30,18.553,73.88064,Forward
215,Point 215,17:41:00,18.55299,73.88057,Forward
216,Point 216,17:41:30,18.55296,73.88035,Forward
217,Point 217,17:42:00,18.55294,73.88016,Forward
218,Point 218,17:42:30,18.55283,73.87978,Forward
219,Point 219,17:43:00,18.55281,73.87964,Forward
220,Point 220,17:43:30,18.55275,73.87939,Forward
221,Point 221,17:44:00,18.55273,73.87927,Forward
222,Point 222,17:44:30,18.55259,73.87816,Forward
223,Point 223,17:45:00,18.55259,73.87815,Forward
224,Point 224,17:45:30,18.55258,73.87809,Forward
225,Point 225,17:46:00,18.55248,73.87718,Forward
226,Point 226,17:46:30,18.55244,73.87683,Forward
227,Point 227,17:47:00,18.55244,73.87682,Forward
228,Point 228,17:47:30,18.5524,73.87645,Forward
229,Point 229,17:48:00,18.55237,73.87626,Forward
230,Point 230,17:48:30,18.55229,73.8755,Forward
231,Point 231,17:49:00,18.55215,73.87419,Forward
232,Point 232,17:49:30,18.55215,73.87412,Forward
233,Point 233,17:50:00,18.55212,73.87382,Forward
234,Point 234,17:50:30,18.55211,73.87368,Forward
235,Point 235,17:51:00,18.55211,73.87361,Forward
236,Point 236,17:51:30,18.5521,73.87352,Forward
237,Point 237,17:52:00,18.55211,73.87344,Forward
238,Point 238,17:52:30,18.55211,73.87343,Forward
239,Point 239,17:53:00,18.55184,73.87324,Forward
240,Point 240,17:53:30,18.55153,73.87304,Forward
241,Point 241,17:54:00,18.55065,73.87251,Forward
242,Point 242,17:54:30,18.55062,73.87249,Forward
243,Point 243,17:55:00,18.55011,73.87217,Forward
244,Point 244,17:55:30,18.54981,73.87196,Forward
245,Point 245,17:56:00,18.54967,73.87187,Forward
246,Point 246,17:56:30,18.54957,73.8718,Forward
247,Point 247,17:57:00,18.54944,73.87174,Forward
248,Point 248,17:57:30,18.54932,73.87167,Forward
249,Point 249,17:58:00,18.54926,73.87164,Forward
250,Point 250,17:58:30,18.54914,73.87158,Forward
251,Point 251,17:59:00,18.54903,73.87152,Forward
252,Point 252,17:59:30,18.54889,73.87144,Forward
253,Point 253,18:00:00,18.54867,73.87129,Forward
254,Point 254,18:00:30,18.54859,73.87125,Forward
255,Point 255,18:01:00,18.54866,73.87112,Forward
256,Point 256,18:01:30,18.54872,73.87101,Forward
257,Point 257,18:02:00,18.54878,73.87092,Forward
258,Point 258,18:02:30,18.54938,73.86999,Forward
259,Point 259,18:03:00,18.54979,73.86937,Forward
260,Point 260,18:03:30,18.5506,73.86812,Forward
261,Point 261,18:04:00,18.55085,73.86775,Forward
262,Point 262,18:04:30,18.55096,73.86755,Forward
263,Point 263,18:05:00,18.55166,73.86647,Forward
264,Point 264,18:05:30,18.55225,73.86551,Forward
265,Point 265,18:06:00,18.55237,73.86532,Forward
266,Point 266,18:06:30,18.55261,73.86499,Forward
267,Point 267,18:07:00,18.55276,73.86476,Forward
268,Point 268,18:07:30,18.55302,73.86435,Forward
269,Point 269,18:08:00,18.55319,73.86408,Forward
270,Point 270,18:08:30,18.55324,73.864,Forward
271,Point 271,18:09:00,18.55327,73.86393,Forward
272,Point 272,18:09:30,18.5533,73.86387,Forward
273,Point 273,18:10:00,18.55334,73.86381,Forward
274,Point 274,18:10:30,18.55339,73.86374,Forward
275,Point 275,18:11:00,18.55343,73.86367,Forward
276,Point 276,18:11:30,18.55348,73.86361,Forward
277,Point 277,18:12:00,18.55373,73.86332,Forward
278,Point 278,18:12:30,18.55401,73.86302,Forward
279,Point 279,18:13:00,18.55456,73.86242,Forward
280,Point 280,18:13:30,18.55469,73.86228,Forward
281,Point 281,18:14:00,18.55471,73.86226,Forward
282,Point 282,18:14:30,18.55484,73.86212,Forward
283,Point 283,18:15:00,18.55509,73.86189,Forward
284,Point 284,18:15:30,18.55537,73.86165,Forward
285,Point 285,18:16:00,18.55551,73.86154,Forward
286,Point 286,18:16:30,18.55552,73.86154,Forward
287,Point 287,18:17:00,18.55553,73.86152,Forward
288,Point 288,18:17:30,18.5556,73.86148,Forward
289,Point 289,18:18:00,18.55567,73.8614,Forward
290,Point 290,18:18:30,18.55577,73.8613,Forward
291,Point 291,18:19:00,18.55585,73.86121,Forward
292,Point 292,18:19:30,18.55592,73.86113,Forward
293,Point 293,18:20:00,18.55597,73.86106,Forward
294,Point 294,18:20:30,18.55603,73.86098,Forward
295,Point 295,18:21:00,18.55603,73.86097,Forward
296,Point 296,18:21:30,18.55609,73.86088,Forward
297,Point 297,18:22:00,18.55613,73.86079,Forward
298,Point 298,18:22:30,18.55619,73.86067,Forward
299,Point 299,18:23:00,18.55624,73.86056,Forward
300,Point 300,18:23:30,18.55634,73.86029,Forward
301,Point 301,18:24:00,18.55636,73.86023,Forward
302,Point 302,18:24:30,18.55638,73.86017,Forward
303,Point 303,18:25:00,18.5564,73.86008,Forward
304,Point 304,18:25:30,18.55647,73.85988,Forward
305,Point 305,18:26:00,18.55653,73.85972,Forward
306,Point 306,18:26:30,18.5569,73.859,Forward
307,Point 307,18:27:00,18.55692,73.85894,Forward
308,Point 308,18:27:30,18.557,73.85874,Forward
309,Point 309,18:28:00,18.55734,73.85765,Forward
310,Point 310,18:28:30,18.55737,73.85755,Forward
311,Point 311,18:29:00,18.55751,73.85712,Forward
312,Point 312,18:29:30,18.55766,73.85666,Forward
313,Point 313,18:30:00,18.55807,73.85559,Forward
314,Point 314,18:30:30,18.55829,73.85506,Forward
315,Point 315,18:31:00,18.55851,73.85459,Forward
316,Point 316,18:31:30,18.55858,73.85445,Forward
317,Point 317,18:32:00,18.55871,73.85425,Forward
318,Point 318,18:32:30,18.55903,73.85407,Forward
319,Point 319,18:33:00,18.55922,73.85397,Forward
320,Point 320,18:33:30,18.55967,73.85373,Forward
321,Point 321,18:34:00,18.55971,73.85371,Forward
322,Point 322,18:34:30,18.56003,73.85356,Forward
323,Point 323,18:35:00,18.56053,73.85331,Forward
324,Point 324,18:35:30,18.56079,73.85318,Forward
325,Point 325,18:36:00,18.56123,73.85296,Forward
326,Point 326,18:36:30,18.56153,73.85281,Forward
327,Point 327,18:37:00,18.56225,73.85249,Forward
328,Point 328,18:37:30,18.56257,73.85234,Forward
329,Point 329,18:38:00,18.56273,73.85232,Forward
330,Point 330,18:38:30,18.56302,73.85217,Forward
331,Point 331,18:39:00,18.56388,73.85176,Forward
332,Point 332,18:39:30,18.56393,73.85171,Forward
333,Point 333,18:40:00,18.56396,73.85167,Forward
334,Point 334,18:40:30,18.564,73.85163,Forward
335,Point 335,18:41:00,18.56403,73.85159,Forward
336,Point 336,18:41:30,18.5641,73.85149,Forward
337,Point 337,18:42:00,18.56429,73.85123,Forward
338,Point 338,18:42:30,18.56437,73.85114,Forward
339,Point 339,18:43:00,18.56444,73.85105,Forward
340,Point 340,18:43:30,18.56448,73.85099,Forward
341,Point 341,18:44:00,18.56466,73.85077,Forward
342,Point 342,18:44:30,18.56476,73.85064,Forward
343,Point 343,18:45:00,18.56488,73.85049,Forward
344,Point 344,18:45:30,18.56509,73.8502,Forward
345,Point 345,18:46:00,18.56533,73.84988,Forward
346,Point 346,18:46:30,18.56543,73.84974,Forward
347,Point 347,18:47:00,18.56557,73.84953,Forward
348,Point 348,18:47:30,18.56585,73.8492,Forward
349,Point 349,18:48:00,18.56597,73.84905,Forward
350,Point 350,18:48:30,18.5661,73.84889,Forward
351,Point 351,18:49:00,18.56632,73.84858,Forward
352,Point 352,18:49:30,18.56643,73.84842,Forward
353,Point 353,18:50:00,18.56645,73.84838,Forward
354,Point 354,18:50:30,18.56652,73.84827,Forward
355,Point 355,18:51:00,18.56659,73.84815,Forward
356,Point 356,18:51:30,18.56691,73.84759,Forward
357,Point 357,18:52:00,18.56727,73.84689,Forward
358,Point 358,18:52:30,18.56737,73.84672,Forward
359,Point 359,18:53:00,18.56761,73.84626,Forward
360,Point 360,18:53:30,18.56793,73.84562,Forward
361,Point 361,18:54:00,18.56823,73.84508,Forward
362,Point 362,18:54:30,18.56851,73.84447,Forward
363,Point 363,18:55:00,18.56888,73.84369,Forward
364,Point 364,18:55:30,18.56896,73.84351,Forward
365,Point 365,18:56:00,18.56912,73.84321,Forward
366,Point 366,18:56:30,18.56923,73.84294,Forward
367,Point 367,18:57:00,18.56924,73.8429,Forward
368,Point 368,18:57:30,18.56932,73.84275,Forward
369,Point 369,18:58:00,18.56934,73.84269,Forward
370,Point 370,18:58:30,18.56953,73.84235,Forward
371,Point 371,18:59:00,18.56986,73.84164,Forward
372,Point 372,18:59:30,18.56996,73.84147,Forward
373,Point 373,19:00:00,18.57006,73.84125,Forward
374,Point 374,19:00:30,18.57029,73.84065,Forward
375,Point 375,19:01:00,18.57051,73.84015,Forward
376,Point 376,19:01:30,18.57065,73.83983,Forward
377,Point 377,19:02:00,18.57084,73.83944,Forward
378,Point 378,19:02:30,18.57095,73.83919,Forward
379,Point 379,19:03:00,18.57113,73.83882,Forward
380,Point 380,19:03:30,18.57156,73.83793,Forward
381,Point 381,19:04:00,18.5717,73.83763,Forward
382,Point 382,19:04:30,18.57173,73.83756,Forward
383,Point 383,19:05:00,18.57173,73.83755,Forward
384,Point 384,19:05:30,18.57173,73.83753,Forward
385,Point 385,19:06:00,18.57173,73.83751,Forward
386,Point 386,19:06:30,18.57173,73.83749,Forward
387,Point 387,19:07:00,18.57169,73.8373,Forward
388,Point 388,19:07:30,18.5723,73.83705,Forward
389,Point 389,19:08:00,18.57248,73.83699,Forward
390,Point 390,19:08:30,18.57266,73.83693,Forward
391,Point 391,19:09:00,18.5727,73.83692,Forward
392,Point 392,19:09:30,18.57282,73.83687,Forward
393,Point 393,19:10:00,18.57329,73.8367,Forward
394,Point 394,19:10:30,18.57333,73.83671,Forward
395,Point 395,19:11:00,18.57337,73.8367,Forward
396,Point 396,19:11:30,18.5734,73.8367,Forward
397,Point 397,19:12:00,18.57386,73.83653,Forward
398,Point 398,19:12:30,18.57437,73.83634,Forward
399,Point 399,19:13:00,18.57445,73.83631,Forward
400,Point 400,19:13:30,18.57454,73.83628,Forward
401,Point 401,19:14:00,18.57519,73.83604,Forward
402,Point 402,19:14:30,18.57609,73.83569,Forward
403,Point 403,19:15:00,18.5762,73.83565,Forward
404,Point 404,19:15:30,18.57628,73.83562,Forward
405,Point 405,19:16:00,18.57663,73.8355,Forward
406,Point 406,19:16:30,18.57666,73.83549,Forward
407,Point 407,19:17:00,18.57679,73.83544,Forward
408,Point 408,19:17:30,18.57687,73.83542,Forward
409,Point 409,19:18:00,18.57709,73.83537,Forward
410,Point 410,19:18:30,18.57741,73.8353,Forward
411,Point 411,19:19:00,18.57756,73.83526,Forward
412,Point 412,19:19:30,18.57803,73.83515,Forward
413,Point 413,19:20:00,18.57868,73.83499,Forward
414,Point 414,19:20:30,18.57877,73.83497,Forward
415,Point 415,19:21:00,18.579,73.83491,Forward
416,Point 416,19:21:30,18.57923,73.83485,Forward
417,Point 417,19:22:00,18.5793,73.83483,Forward
418,Point 418,19:22:30,18.57937,73.83482,Forward
419,Point 419,19:23:00,18.57977,73.83471,Forward
420,Point 420,19:23:30,18.58017,73.83461,Forward
421,Point 421,19:24:00,18.58046,73.83454,Forward
422,Point 422,19:24:30,18.58061,73.83451,Forward
423,Point 423,19:25:00,18.58106,73.83442,Forward
424,Point 424,19:25:30,18.58147,73.83431,Forward
425,Point 425,19:26:00,18.58198,73.83418,Forward
426,Point 426,19:26:30,18.58226,73.83411,Forward
427,Point 427,19:27:00,18.58298,73.83394,Forward
428,Point 428,19:27:30,18.58353,73.83381,Forward
429,Point 429,19:28:00,18.58523,73.83338,Forward
430,Point 430,19:28:30,18.58532,73.83335,Forward
431,Point 431,19:29:00,18.58554,73.8333,Forward
432,Point 432,19:29:30,18.58714,73.83284,Forward
433,Point 433,19:30:00,18.58731,73.83279,Forward
434,Point 434,19:30:30,18.58759,73.83271,Forward
435,Point 435,19:31:00,18.58791,73.8326,Forward
436,Point 436,19:31:30,18.58807,73.83254,Forward
437,Point 437,19:32:00,18.58834,73.83243,Forward
438,Point 438,19:32:30,18.5889,73.83216,Forward
439,Point 439,19:33:00,18.58922,73.83202,Forward
440,Point 440,19:33:30,18.58936,73.83196,Forward
441,Point 441,19:34:00,18.58946,73.83192,Forward
442,Point 442,19:34:30,18.58956,73.83186,Forward
443,Point 443,19:35:00,18.58968,73.83181,Forward
444,Point 444,19:35:30,18.58998,73.83167,Forward
445,Point 445,19:36:00,18.59042,73.83146,Forward
446,Point 446,19:36:30,18.59104,73.83116,Forward
447,Point 447,19:37:00,18.59165,73.83089,Forward
448,Point 448,19:37:30,18.59205,73.83072,Forward
449,Point 449,19:38:00,18.59277,73.83039,Forward
450,Point 450,19:38:30,18.59372,73.82994,Forward
451,Point 451,19:39:00,18.59385,73.82989,Forward
452,Point 452,19:39:30,18.59401,73.82982,Forward
453,Point 453,19:40:00,18.59456,73.82957,Forward
454,Point 454,19:40:30,18.59503,73.82936,Forward
455,Point 455,19:41:00,18.59588,73.82898,Forward
456,Point 456,19:41:30,18.59613,73.82887,Forward
457,Point 457,19:42:00,18.5962,73.82884,Forward
458,Point 458,19:42:30,18.59627,73.82881,Forward
459,Point 459,19:43:00,18.59636,73.82876,Forward
460,Point 460,19:43:30,18.59646,73.82872,Forward
461,Point 461,19:44:00,18.597,73.82846,Forward
462,Point 462,19:44:30,18.59757,73.8282,Forward
463,Point 463,19:45:00,18.59809,73.82796,Forward
464,Point 464,19:45:30,18.59828,73.82787,Forward
465,Point 465,19:46:00,18.59904,73.82748,Forward
466,Point 466,19:46:30,18.59924,73.82739,Forward
467,Point 467,19:47:00,18.59954,73.82725,Forward
468,Point 468,19:47:30,18.60056,73.82681,Forward
469,Point 469,19:48:00,18.60106,73.82659,Forward
470,Point 470,19:48:30,18.6014,73.82644,Forward
471,Point 471,19:49:00,18.60166,73.82633,Forward
472,Point 472,19:49:30,18.60186,73.82623,Forward
473,Point 473,19:50:00,18.60188,73.82621,Forward
474,Point 474,19:50:30,18.6021,73.8261,Forward
475,Point 475,19:51:00,18.60212,73.82609,Forward
476,Point 476,19:51:30,18.6025,73.82588,Forward
477,Point 477,19:52:00,18.60281,73.8257,Forward
478,Point 478,19:52:30,18.60284,73.82568,Forward
479,Point 479,19:53:00,18.60298,73.8256,Forward
480,Point 480,19:53:30,18.60302,73.82557,Forward
481,Point 481,19:54:00,18.60307,73.82554,Forward
482,Point 482,19:54:30,18.60313,73.82548,Forward
483,Point 483,19:55:00,18.60336,73.82533,Forward
484,Point 484,19:55:30,18.60336,73.8253,Forward
485,Point 485,19:56:00,18.60337,73.82528,Forward
486,Point 486,19:56:30,18.60337,73.82526,Forward
487,Point 487,19:57:00,18.60339,73.82524,Forward
488,Point 488,19:57:30,18.60342,73.82521,Forward
489,Point 489,19:58:00,18.60349,73.82516,Forward
490,Point 490,19:58:30,18.60356,73.8251,Forward
491,Point 491,19:59:00,18.60369,73.82498,Forward
492,Point 492,19:59:30,18.60398,73.82474,Forward
493,Point 493,20:00:00,18.60407,73.82466,Forward
494,Point 494,20:00:30,18.60412,73.82462,Forward
495,Point 495,20:01:00,18.60418,73.82457,Forward
496,Point 496,20:01:30,18.60426,73.8245,Forward
497,Point 497,20:02:00,18.60442,73.82438,Forward
498,Point 498,20:02:30,18.60457,73.82426,Forward
499,Point 499,20:03:00,18.60473,73.82411,Forward
500,Point 500,20:03:30,18.60506,73.82382,Forward
501,Point 501,20:04:00,18.60617,73.82283,Forward
502,Point 502,20:04:30,18.60671,73.82235,Forward
503,Point 503,20:05:00,18.60694,73.82212,Forward
504,Point 504,20:05:30,18.60708,73.82201,Forward
505,Point 505,20:06:00,18.60716,73.82195,Forward
506,Point 506,20:06:30,18.60727,73.82186,Forward
507,Point 507,20:07:00,18.6075,73.82167,Forward
508,Point 508,20:07:30,18.6078,73.82142,Forward
509,Point 509,20:08:00,18.60794,73.8213,Forward
510,Point 510,20:08:30,18.60957,73.81991,Forward
511,Point 511,20:09:00,18.60971,73.81979,Forward
512,Point 512,20:09:30,18.61069,73.81896,Forward
513,Point 513,20:10:00,18.61132,73.81845,Forward
514,Point 514,20:10:30,18.61158,73.81822,Forward
515,Point 515,20:11:00,18.61221,73.81764,Forward
516,Point 516,20:11:30,18.6126,73.81732,Forward
517,Point 517,20:12:00,18.61272,73.81723,Forward
