id,Points,Time,Latitude,Longitude,Direction
673,Point 673,21:30:00,18.61089,73.81902,Reverse
674,Point 674,21:30:30,18.61075,73.81914,Reverse
675,Point 675,21:31:00,18.61062,73.81926,Reverse
676,Point 676,21:31:30,18.61048,73.81937,Reverse
677,Point 677,21:32:00,18.61034,73.81949,Reverse
678,Point 678,21:32:30,18.6102,73.81961,Reverse
679,Point 679,21:33:00,18.61006,73.81973,Reverse
680,Point 680,21:33:30,18.60993,73.81983,Reverse
681,Point 681,21:34:00,18.60992,73.81985,Reverse
682,Point 682,21:34:30,18.60979,73.81995,Reverse
683,Point 683,21:35:00,18.60978,73.81996,Reverse
684,Point 684,21:35:30,18.60965,73.82007,Reverse
685,Point 685,21:36:00,18.60964,73.82008,Reverse
686,Point 686,21:36:30,18.60951,73.82019,Reverse
687,Point 687,21:37:00,18.6095,73.8202,Reverse
688,Point 688,21:37:30,18.60936,73.82032,Reverse
689,Point 689,21:38:00,18.60922,73.82044,Reverse
690,Point 690,21:38:30,18.60908,73.82055,Reverse
691,Point 691,21:39:00,18.60894,73.82067,Reverse
692,Point 692,21:39:30,18.6088,73.82079,Reverse
693,Point 693,21:40:00,18.60866,73.82091,Reverse
694,Point 694,21:40:30,18.60852,73.82103,Reverse
695,Point 695,21:41:00,18.60838,73.82114,Reverse
696,Point 696,21:41:30,18.60824,73.82126,Reverse
697,Point 697,21:42:00,18.60811,73.82138,Reverse
698,Point 698,21:42:30,18.60797,73.8215,Reverse
699,Point 699,21:43:00,18.60783,73.82162,Reverse
700,Point 700,21:43:30,18.60769,73.82173,Reverse
701,Point 701,21:44:00,18.60755,73.82185,Reverse
702,Point 702,21:44:30,18.60741,73.82197,Reverse
703,Point 703,21:45:00,18.60729,73.82204,Reverse
704,Point 704,21:45:30,18.6072,73.82215,Reverse
705,Point 705,21:46:00,18.60711,73.82223,Reverse
706,Point 706,21:46:30,18.60698,73.82244,Reverse
707,Point 707,21:47:00,18.60674,73.82273,Reverse
708,Point 708,21:47:30,18.60667,73.82279,Reverse
709,Point 709,21:48:00,18.60652,73.82291,Reverse
710,Point 710,21:48:30,18.60637,73.82303,Reverse
711,Point 711,21:49:00,18.60622,73.82315,Reverse
712,Point 712,21:49:30,18.60607,73.82327,Reverse
713,Point 713,21:50:00,18.60592,73.82339,Reverse
714,Point 714,21:50:30,18.60578,73.8235,Reverse
715,Point 715,21:51:00,18.60561,73.82364,Reverse
716,Point 716,21:51:30,18.60527,73.82395,Reverse
717,Point 717,21:52:00,18.60516,73.82401,Reverse
718,Point 718,21:52:30,18.60511,73.82411,Reverse
719,Point 719,21:53:00,18.60506,73.82416,Reverse
720,Point 720,21:53:30,18.605,73.82421,Reverse
721,Point 721,21:54:00,18.60471,73.82441,Reverse
722,Point 722,21:54:30,18.60462,73.82449,Reverse
723,Point 723,21:55:00,18.60453,73.82457,Reverse
724,Point 724,21:55:30,18.60433,73.82475,Reverse
725,Point 725,21:56:00,18.60432,73.82476,Reverse
726,Point 726,21:56:30,18.6043,73.82479,Reverse
727,Point 727,21:57:00,18.60422,73.82485,Reverse
728,Point 728,21:57:30,18.60421,73.82485,Reverse
729,Point 729,21:58:00,18.60408,73.82496,Reverse
730,Point 730,21:58:30,18.60394,73.82508,Reverse
731,Point 731,21:59:00,18.60381,73.8252,Reverse
732,Point 732,21:59:30,18.60377,73.82523,Reverse
733,Point 733,22:00:00,18.60367,73.82531,Reverse
734,Point 734,22:00:30,18.60353,73.82543,Reverse
735,Point 735,22:01:00,18.60352,73.82543,Reverse
736,Point 736,22:01:30,18.60341,73.82551,Reverse
737,Point 737,22:02:00,18.60338,73.82553,Reverse
738,Point 738,22:02:30,18.60322,73.82563,Reverse
739,Point 739,22:03:00,18.60308,73.82577,Reverse
740,Point 740,22:03:30,18.60288,73.82591,Reverse
741,Point 741,22:04:00,18.60261,73.82608,Reverse
742,Point 742,22:04:30,18.60218,73.82633,Reverse
743,Point 743,22:05:00,18.60127,73.82678,Reverse
744,Point 744,22:05:30,18.60126,73.82678,Reverse
745,Point 745,22:06:00,18.60039,73.82717,Reverse
746,Point 746,22:06:30,18.60004,73.82734,Reverse
747,Point 747,22:07:00,18.59928,73.82769,Reverse
748,Point 748,22:07:30,18.59887,73.82788,Reverse
749,Point 749,22:08:00,18.59847,73.82805,Reverse
750,Point 750,22:08:30,18.59809,73.82822,Reverse
751,Point 751,22:09:00,18.59823,73.8283,Reverse
752,Point 752,22:09:30,18.59825,73.82832,Reverse
753,Point 753,22:10:00,18.59828,73.82833,Reverse
754,Point 754,22:10:30,18.59832,73.82835,Reverse
755,Point 755,22:11:00,18.59862,73.82847,Reverse
756,Point 756,22:11:30,18.59888,73.82854,Reverse
757,Point 757,22:12:00,18.59886,73.82861,Reverse
