id,Points,Time,Latitude,Longitude,Direction
380,point 380,23:56:34,23.20702,74.23847,Forward
381,point 381,23:57:34,23.20833,74.23871,Forward
382,point 382,23:58:34,23.20967,74.23901,Forward
383,point 383,23:59:34,23.20984,74.23904,Forward
384,point 384,00:00:34,23.21113,74.23933,Forward
385,point 385,00:01:34,23.21129,74.23938,Forward
386,point 386,00:02:34,23.21153,74.23947,Forward
387,point 387,00:03:34,23.21154,74.23947,Forward
388,point 388,00:04:34,23.21177,74.23957,Forward
389,point 389,00:05:34,23.21248,74.23996,Forward
390,point 390,00:06:34,23.21306,74.24031,Forward
391,point 391,00:07:34,23.21308,74.24033,Forward
392,point 392,00:08:34,23.21393,74.24086,Forward
393,point 393,00:09:34,23.21421,74.24106,Forward
394,point 394,00:10:34,23.21432,74.24116,Forward
395,point 395,00:11:34,23.21445,74.24126,Forward
396,point 396,00:12:34,23.21467,74.24146,Forward
397,point 397,00:13:34,23.2163,74.24328,Forward
398,point 398,00:14:34,23.21655,74.24353,Forward
399,point 399,00:15:34,23.21692,74.24385,Forward
400,point 400,00:16:34,23.21767,74.24437,Forward
401,point 401,00:17:34,23.2187,74.245,Forward
402,point 402,00:18:34,23.21897,74.24513,Forward
403,point 403,00:19:34,23.21921,74.24523,Forward
404,point 404,00:20:34,23.21964,74.24537,Forward
405,point 405,00:21:34,23.21989,74.24543,Forward
406,point 406,00:22:34,23.22044,74.24551,Forward
407,point 407,00:23:34,23.22122,74.24559,Forward
408,point 408,00:24:34,23.22166,74.24561,Forward
409,point 409,00:25:34,23.22248,74.2457,Forward
410,point 410,00:26:34,23.22269,74.24574,Forward
411,point 411,00:27:34,23.2229,74.2458,Forward
412,point 412,00:28:34,23.2233,74.24596,Forward
413,point 413,00:29:34,23.22348,74.24607,Forward
414,point 414,00:30:34,23.22368,74.24621,Forward
415,point 415,00:31:34,23.2247,74.24702,Forward
416,point 416,00:32:34,23.22509,74.24729,Forward
417,point 417,00:33:34,23.22533,74.24743,Forward
418,point 418,00:34:34,23.22509,74.24729,Forward
419,point 419,00:35:34,23.2247,74.24702,Forward
420,point 420,00:36:34,23.22368,74.24621,Forward
421,point 421,00:37:34,23.22348,74.24607,Forward
422,point 422,00:38:34,23.2233,74.24596,Forward
423,point 423,00:39:34,23.2229,74.2458,Forward
424,point 424,00:40:34,23.22269,74.24574,Forward
425,point 425,00:41:34,23.22248,74.2457,Forward
426,point 426,00:42:34,23.22166,74.24561,Forward
427,point 427,00:43:34,23.22122,74.24559,Forward
428,point 428,00:44:34,23.22044,74.24551,Forward
429,point 429,00:45:34,23.21989,74.24543,Forward
430,point 430,00:46:34,23.21964,74.24537,Forward
431,point 431,00:47:34,23.21921,74.24523,Forward
432,point 432,00:48:34,23.21897,74.24513,Forward
433,point 433,00:49:34,23.2187,74.245,Forward
434,point 434,00:50:34,23.21767,74.24437,Forward
435,point 435,00:51:34,23.21692,74.24385,Forward
436,point 436,00:52:34,23.21655,74.24353,Forward
437,point 437,00:53:34,23.2163,74.24328,Forward
438,point 438,00:54:34,23.21467,74.24146,Forward
439,point 439,00:55:34,23.21445,74.24126,Forward
440,point 440,00:56:34,23.21432,74.24116,Forward
441,point 441,00:57:34,23.21421,74.24106,Forward
442,point 442,00:58:34,23.21393,74.24086,Forward
443,point 443,00:59:34,23.21308,74.24033,Forward
444,point 444,01:00:34,23.21306,74.24031,Forward
445,point 445,01:01:34,23.21248,74.23996,Forward
446,point 446,01:02:34,23.21177,74.23957,Forward
447,point 447,01:03:34,23.21154,74.23947,Forward
448,point 448,01:04:34,23.21153,74.23947,Forward
449,point 449,01:05:34,23.21129,74.23938,Forward
450,point 450,01:06:34,23.21113,74.23933,Forward
451,point 451,01:07:34,23.20984,74.23904,Forward
452,point 452,01:08:34,23.20967,74.23901,Forward
453,point 453,01:09:34,23.20833,74.23871,Forward
454,point 454,01:10:34,23.20702,74.23847,Forward
455,point 455,01:11:34,23.20701,74.23847,Forward
456,point 456,01:12:34,23.20648,74.23836,Forward
457,point 457,01:13:34,23.20634,74.23832,Forward
458,point 458,01:14:34,23.20631,74.23832,Forward
459,point 459,01:15:34,23.20581,74.23819,Forward
460,point 460,01:16:34,23.20528,74.23795,Forward
461,point 461,01:17:34,23.20486,74.23772,Forward
462,point 462,01:18:34,23.20478,74.23794,Forward
463,point 463,01:19:34,23.20476,74.23806,Forward
464,point 464,01:20:34,23.20476,74.23819,Forward
465,point 465,01:21:34,23.20477,74.23832,Forward
466,point 466,01:22:34,23.20479,74.23844,Forward
467,point 467,01:23:34,23.20483,74.2386,Forward
468,point 468,01:24:34,23.20489,74.23897,Forward
469,point 469,01:25:34,23.20509,74.23949,Forward
470,point 470,01:26:34,23.20536,74.23998,Forward
471,point 471,01:27:34,23.20542,74.24013,Forward
472,point 472,01:28:34,23.20542,74.24014,Forward
473,point 473,01:29:34,23.20545,74.24029,Forward
474,point 474,01:30:34,23.20545,74.24106,Forward
475,point 475,01:31:34,23.20549,74.24126,Forward
476,point 476,01:32:34,23.20549,74.24128,Forward
477,point 477,01:33:34,23.20601,74.24268,Forward
478,point 478,01:34:34,23.20607,74.24278,Forward
479,point 479,01:35:34,23.20614,74.24286,Forward
480,point 480,01:36:34,23.20665,74.24314,Forward
481,point 481,01:37:34,23.20675,74.24323,Forward
482,point 482,01:38:34,23.20686,74.24336,Forward
483,point 483,01:39:34,23.20699,74.24355,Forward
484,point 484,01:40:34,23.20735,74.24423,Forward
485,point 485,01:41:34,23.20743,74.24443,Forward
486,point 486,01:42:34,23.20747,74.24457,Forward
487,point 487,01:43:34,23.20756,74.24478,Forward
488,point 488,01:44:34,23.20761,74.24485,Forward
489,point 489,01:45:34,23.20774,74.24499,Forward
490,point 490,01:46:34,23.20783,74.24506,Forward
491,point 491,01:47:34,23.20798,74.24514,Forward
492,point 492,01:48:34,23.20818,74.24522,Forward
493,point 493,01:49:34,23.20842,74.2453,Forward
494,point 494,01:50:34,23.20848,74.24533,Forward
495,point 495,01:51:34,23.20849,74.24533,Forward
496,point 496,01:52:34,23.20878,74.24557,Forward
497,point 497,01:53:34,23.20891,74.2457,Forward
498,point 498,01:54:34,23.2091,74.24593,Forward
499,point 499,01:55:34,23.20919,74.24608,Forward
500,point 500,01:56:34,23.20927,74.24624,Forward
501,point 501,01:57:34,23.20939,74.24652,Forward
502,point 502,01:58:34,23.20942,74.24661,Forward
503,point 503,01:59:34,23.20948,74.24697,Forward
504,point 504,02:00:34,23.20952,74.24713,Forward
505,point 505,02:01:34,23.20954,74.24728,Forward
506,point 506,02:02:34,23.20955,74.24773,Forward
507,point 507,02:03:34,23.20958,74.24798,Forward
508,point 508,02:04:34,23.20964,74.24818,Forward
509,point 509,02:05:34,23.20971,74.2485,Forward
510,point 510,02:06:34,23.20985,74.24934,Forward
511,point 511,02:07:34,23.21004,74.24974,Forward
512,point 512,02:08:34,23.21008,74.24981,Forward
513,point 513,02:09:34,23.21034,74.25052,Forward
514,point 514,02:10:34,23.2105,74.25079,Forward
515,point 515,02:11:34,23.21067,74.25102,Forward
516,point 516,02:12:34,23.21105,74.25141,Forward
517,point 517,02:13:34,23.21118,74.25152,Forward
518,point 518,02:14:34,23.2112,74.25153,Forward
519,point 519,02:15:34,23.21131,74.25166,Forward
520,point 520,02:16:34,23.21137,74.25175,Forward
521,point 521,02:17:34,23.21142,74.25184,Forward
522,point 522,02:18:34,23.21144,74.25194,Forward
523,point 523,02:19:34,23.21143,74.25204,Forward
524,point 524,02:20:34,23.21139,74.25217,Forward
525,point 525,02:21:34,23.2113,74.25236,Forward
526,point 526,02:22:34,23.21123,74.25244,Forward
527,point 527,02:23:34,23.21114,74.25252,Forward
528,point 528,02:24:34,23.21049,74.25295,Forward
529,point 529,02:25:34,23.21017,74.25312,Forward
530,point 530,02:26:34,23.21005,74.25313,Forward
531,point 531,02:27:34,23.20998,74.25311,Forward
532,point 532,02:28:34,23.20997,74.25309,Forward
533,point 533,02:29:34,23.20994,74.25307,Forward
534,point 534,02:30:34,23.2099,74.25301,Forward
535,point 535,02:31:34,23.20947,74.25212,Forward
536,point 536,02:32:34,23.20919,74.25185,Forward
537,point 537,02:33:34,23.20717,74.25049,Forward
