id,Points,Time,Latitude,Longitude,Direction
93,Point 93,13:47:30,18.54544,73.88658,Forward
94,Point 94,13:48:00,18.54556,73.88712,Forward
95,Point 95,13:48:30,18.54565,73.88755,Forward
96,Point 96,13:49:00,18.54573,73.88788,Forward
97,Point 97,13:49:30,18.54576,73.88801,Forward
98,Point 98,13:50:00,18.54581,73.88821,Forward
99,Point 99,13:50:30,18.54583,73.88829,Forward
100,Point 100,13:51:00,18.54586,73.88842,Forward
101,Point 101,13:51:30,18.54591,73.88868,Forward
102,Point 102,13:52:00,18.54592,73.88874,Forward
103,Point 103,13:52:30,18.54594,73.88886,Forward
104,Point 104,13:53:00,18.54598,73.88904,Forward
105,Point 105,13:53:30,18.54605,73.88926,Forward
106,Point 106,13:54:00,18.54608,73.88937,Forward
107,Point 107,13:54:30,18.54614,73.88949,Forward
108,Point 108,13:55:00,18.54619,73.88962,Forward
109,Point 109,13:55:30,18.54631,73.88989,Forward
110,Point 110,13:56:00,18.54635,73.88996,Forward
111,Point 111,13:56:30,18.54639,73.89002,Forward
112,Point 112,13:57:00,18.5465,73.89018,Forward
113,Point 113,13:57:30,18.54654,73.89025,Forward
114,Point 114,13:58:00,18.54659,73.89032,Forward
115,Point 115,13:58:30,18.54667,73.89043,Forward
116,Point 116,13:59:00,18.54678,73.89057,Forward
117,Point 117,13:59:30,18.54695,73.89074,Forward
118,Point 118,14:00:00,18.54706,73.89087,Forward
119,Point 119,14:00:30,18.54712,73.89092,Forward
120,Point 120,14:01:00,18.54727,73.89107,Forward
121,Point 121,14:01:30,18.54738,73.89115,Forward
122,Point 122,14:02:00,18.54746,73.89123,Forward
123,Point 123,14:02:30,18.54755,73.89132,Forward
124,Point 124,14:03:00,18.54759,73.89136,Forward
125,Point 125,14:03:30,18.54783,73.89158,Forward
126,Point 126,14:04:00,18.54825,73.89196,Forward
127,Point 127,14:04:30,18.54833,73.89203,Forward
128,Point 128,14:05:00,18.54888,73.89254,Forward
129,Point 129,14:05:30,18.54907,73.89272,Forward
130,Point 130,14:06:00,18.54925,73.89285,Forward
131,Point 131,14:06:30,18.54963,73.89315,Forward
132,Point 132,14:07:00,18.54978,73.89327,Forward
133,Point 133,14:07:30,18.55016,73.89361,Forward
134,Point 134,14:08:00,18.55044,73.89391,Forward
135,Point 135,14:08:30,18.55121,73.89478,Forward
136,Point 136,14:09:00,18.55126,73.89484,Forward
137,Point 137,14:09:30,18.55152,73.89517,Forward
138,Point 138,14:10:00,18.55171,73.89543,Forward
139,Point 139,14:10:30,18.55185,73.89563,Forward
140,Point 140,14:11:00,18.55186,73.89566,Forward
141,Point 141,14:11:30,18.55202,73.89591,Forward
142,Point 142,14:12:00,18.5521,73.89608,Forward
143,Point 143,14:12:30,18.55217,73.89619,Forward
144,Point 144,14:13:00,18.55227,73.89635,Forward
145,Point 145,14:13:30,18.55231,73.89649,Forward
146,Point 146,14:14:00,18.55239,73.89668,Forward
147,Point 147,14:14:30,18.55246,73.89688,Forward
148,Point 148,14:15:00,18.55254,73.89717,Forward
149,Point 149,14:15:30,18.5526,73.89739,Forward
150,Point 150,14:16:00,18.55264,73.89752,Forward
151,Point 151,14:16:30,18.55302,73.89868,Forward
152,Point 152,14:17:00,18.55309,73.89891,Forward
153,Point 153,14:17:30,18.55312,73.89901,Forward
154,Point 154,14:18:00,18.55315,73.89913,Forward
155,Point 155,14:18:30,18.55317,73.89925,Forward
156,Point 156,14:19:00,18.55326,73.89956,Forward
157,Point 157,14:19:30,18.55326,73.89957,Forward
158,Point 158,14:20:00,18.55342,73.90006,Forward
159,Point 159,14:20:30,18.55355,73.90045,Forward
160,Point 160,14:21:00,18.55361,73.90063,Forward
161,Point 161,14:21:30,18.55388,73.90142,Forward
162,Point 162,14:22:00,18.55404,73.90192,Forward
163,Point 163,14:22:30,18.55414,73.90226,Forward
164,Point 164,14:23:00,18.55424,73.90258,Forward
165,Point 165,14:23:30,18.55429,73.90281,Forward
166,Point 166,14:24:00,18.55434,73.90297,Forward
167,Point 167,14:24:30,18.55477,73.90453,Forward
168,Point 168,14:25:00,18.55479,73.90458,Forward
169,Point 169,14:25:30,18.55518,73.90584,Forward
170,Point 170,14:26:00,18.5552,73.90587,Forward
171,Point 171,14:26:30,18.55537,73.9062,Forward
172,Point 172,14:27:00,18.55549,73.90642,Forward
173,Point 173,14:27:30,18.55555,73.90649,Forward
174,Point 174,14:28:00,18.55565,73.90659,Forward
175,Point 175,14:28:30,18.55592,73.90687,Forward
176,Point 176,14:29:00,18.55618,73.9072,Forward
177,Point 177,14:29:30,18.55625,73.90729,Forward
178,Point 178,14:30:00,18.55634,73.90739,Forward
179,Point 179,14:30:30,18.55635,73.9074,Forward
180,Point 180,14:31:00,18.55644,73.90751,Forward
181,Point 181,14:31:30,18.55657,73.90767,Forward
182,Point 182,14:32:00,18.55669,73.90781,Forward
183,Point 183,14:32:30,18.55679,73.90796,Forward
184,Point 184,14:33:00,18.55685,73.90805,Forward
185,Point 185,14:33:30,18.55699,73.90828,Forward
186,Point 186,14:34:00,18.55734,73.90882,Forward
187,Point 187,14:34:30,18.55765,73.9093,Forward
188,Point 188,14:35:00,18.5577,73.90938,Forward
189,Point 189,14:35:30,18.55786,73.90963,Forward
190,Point 190,14:36:00,18.55794,73.90975,Forward
191,Point 191,14:36:30,18.55801,73.90987,Forward
192,Point 192,14:37:00,18.55815,73.91015,Forward
193,Point 193,14:37:30,18.55826,73.91036,Forward
194,Point 194,14:38:00,18.55831,73.91044,Forward
195,Point 195,14:38:30,18.55834,73.91051,Forward
196,Point 196,14:39:00,18.55846,73.91077,Forward
197,Point 197,14:39:30,18.55852,73.91093,Forward
198,Point 198,14:40:00,18.55864,73.91119,Forward
199,Point 199,14:40:30,18.55868,73.91134,Forward
200,Point 200,14:41:00,18.55874,73.91153,Forward
201,Point 201,14:41:30,18.55879,73.91162,Forward
202,Point 202,14:42:00,18.55898,73.91218,Forward
203,Point 203,14:42:30,18.55911,73.91256,Forward
204,Point 204,14:43:00,18.55918,73.91278,Forward
205,Point 205,14:43:30,18.5592,73.91285,Forward
206,Point 206,14:44:00,18.55927,73.91312,Forward
207,Point 207,14:44:30,18.55932,73.91329,Forward
208,Point 208,14:45:00,18.55944,73.91367,Forward
209,Point 209,14:45:30,18.55948,73.91379,Forward
210,Point 210,14:46:00,18.55955,73.91397,Forward
211,Point 211,14:46:30,18.55961,73.91414,Forward
212,Point 212,14:47:00,18.55972,73.91446,Forward
213,Point 213,14:47:30,18.55976,73.91454,Forward
214,Point 214,14:48:00,18.56006,73.91532,Forward
215,Point 215,14:48:30,18.5601,73.91541,Forward
216,Point 216,14:49:00,18.56012,73.91547,Forward
217,Point 217,14:49:30,18.56015,73.91556,Forward
218,Point 218,14:50:00,18.56022,73.91577,Forward
219,Point 219,14:50:30,18.56025,73.91589,Forward
220,Point 220,14:51:00,18.5603,73.91609,Forward
221,Point 221,14:51:30,18.56035,73.91624,Forward
222,Point 222,14:52:00,18.56045,73.91659,Forward
223,Point 223,14:52:30,18.56065,73.91716,Forward
224,Point 224,14:53:00,18.56065,73.91718,Forward
