id,Points,Time,Latitude,Longitude,Direction
148,point 148,13:00:11,18.50719,73.78166,Forward
149,point 149,13:01:11,18.50718,73.78163,Forward
150,point 150,13:02:11,18.50717,73.78162,Forward
151,point 151,13:03:11,18.50715,73.78159,Forward
152,point 152,13:04:11,18.50713,73.78156,Forward
153,point 153,13:05:11,18.50711,73.78153,Forward
154,point 154,13:06:11,18.50707,73.78149,Forward
155,point 155,13:07:11,18.50706,73.78149,Forward
156,point 156,13:08:11,18.50704,73.78146,Forward
157,point 157,13:09:11,18.50701,73.78144,Forward
158,point 158,13:10:11,18.50697,73.78142,Forward
159,point 159,13:11:11,18.50694,73.78139,Forward
160,point 160,13:12:11,18.50691,73.78138,Forward
161,point 161,13:13:11,18.50689,73.78138,Forward
162,point 162,13:14:11,18.50686,73.78137,Forward
163,point 163,13:15:11,18.50683,73.78136,Forward
164,point 164,13:16:11,18.50679,73.78136,Forward
165,point 165,13:17:11,18.50676,73.78136,Forward
166,point 166,13:18:11,18.50673,73.78136,Forward
167,point 167,13:19:11,18.50666,73.78138,Forward
168,point 168,13:20:11,18.50661,73.78139,Forward
169,point 169,13:21:11,18.50656,73.78141,Forward
170,point 170,13:22:11,18.50649,73.78145,Forward
171,point 171,13:23:11,18.50646,73.78147,Forward
172,point 172,13:24:11,18.50641,73.78153,Forward
173,point 173,13:25:11,18.50637,73.78161,Forward
174,point 174,13:26:11,18.50634,73.78167,Forward
175,point 175,13:27:11,18.50634,73.78168,Forward
176,point 176,13:28:11,18.50633,73.78171,Forward
177,point 177,13:29:11,18.50632,73.78173,Forward
178,point 178,13:30:11,18.50631,73.78176,Forward
179,point 179,13:31:11,18.5063,73.78188,Forward
180,point 180,13:32:11,18.5063,73.78191,Forward
181,point 181,13:33:11,18.5063,73.78195,Forward
182,point 182,13:34:11,18.50631,73.78199,Forward
183,point 183,13:35:11,18.50631,73.78202,Forward
184,point 184,13:36:11,18.50632,73.78206,Forward
185,point 185,13:37:11,18.50633,73.78211,Forward
186,point 186,13:38:11,18.50634,73.78215,Forward
187,point 187,13:39:11,18.50635,73.7822,Forward
188,point 188,13:40:11,18.50638,73.78227,Forward
189,point 189,13:41:11,18.5064,73.78233,Forward
190,point 190,13:42:11,18.50648,73.78248,Forward
191,point 191,13:43:11,18.50662,73.78277,Forward
192,point 192,13:44:11,18.50677,73.78311,Forward
193,point 193,13:45:11,18.5069,73.78335,Forward
194,point 194,13:46:11,18.50699,73.78348,Forward
195,point 195,13:47:11,18.50702,73.7835,Forward
196,point 196,13:48:11,18.50705,73.78352,Forward
197,point 197,13:49:11,18.50708,73.78354,Forward
198,point 198,13:50:11,18.50712,73.78356,Forward
199,point 199,13:51:11,18.50716,73.78356,Forward
200,point 200,13:52:11,18.50718,73.78356,Forward
201,point 201,13:53:11,18.50721,73.78355,Forward
202,point 202,13:54:11,18.50724,73.78355,Forward
203,point 203,13:55:11,18.50727,73.78354,Forward
204,point 204,13:56:11,18.50732,73.78351,Forward
205,point 205,13:57:11,18.50736,73.78349,Forward
206,point 206,13:58:11,18.50742,73.78346,Forward
207,point 207,13:59:11,18.50744,73.78345,Forward
208,point 208,14:00:11,18.50754,73.78343,Forward
209,point 209,14:01:11,18.50761,73.78338,Forward
210,point 210,14:02:11,18.50779,73.78325,Forward
211,point 211,14:03:11,18.50857,73.78263,Forward
212,point 212,14:04:11,18.50856,73.78262,Forward
213,point 213,14:05:11,18.50856,73.7826,Forward
214,point 214,14:06:11,18.50856,73.78258,Forward
215,point 215,14:07:11,18.50857,73.78256,Forward
216,point 216,14:08:11,18.50857,73.78255,Forward
217,point 217,14:09:11,18.50858,73.78252,Forward
218,point 218,14:10:11,18.50859,73.7825,Forward
219,point 219,14:11:11,18.5086,73.78248,Forward
220,point 220,14:12:11,18.50862,73.78246,Forward
221,point 221,14:13:11,18.50863,73.78246,Forward
222,point 222,14:14:11,18.50865,73.78245,Forward
223,point 223,14:15:11,18.50867,73.78245,Forward
224,point 224,14:16:11,18.5087,73.78244,Forward
225,point 225,14:17:11,18.50872,73.78245,Forward
226,point 226,14:18:11,18.50875,73.78245,Forward
227,point 227,14:19:11,18.50877,73.78246,Forward
228,point 228,14:20:11,18.5088,73.78248,Forward
229,point 229,14:21:11,18.50894,73.7824,Forward
230,point 230,14:22:11,18.50924,73.78232,Forward
231,point 231,14:23:11,18.50926,73.78232,Forward
232,point 232,14:24:11,18.5098,73.78219,Forward
233,point 233,14:25:11,18.50996,73.78215,Forward
234,point 234,14:26:11,18.51023,73.78207,Forward
235,point 235,14:27:11,18.51043,73.78204,Forward
236,point 236,14:28:11,18.51049,73.78203,Forward
237,point 237,14:29:11,18.5106,73.78201,Forward
238,point 238,14:30:11,18.51068,73.78201,Forward
239,point 239,14:31:11,18.51082,73.78199,Forward
240,point 240,14:32:11,18.51097,73.78198,Forward
241,point 241,14:33:11,18.51117,73.78196,Forward
242,point 242,14:34:11,18.51134,73.78198,Forward
243,point 243,14:35:11,18.51154,73.78202,Forward
244,point 244,14:36:11,18.5117,73.78206,Forward
245,point 245,14:37:11,18.51187,73.7821,Forward
246,point 246,14:38:11,18.51222,73.78219,Forward
247,point 247,14:39:11,18.51271,73.78231,Forward
248,point 248,14:40:11,18.51296,73.7824,Forward
249,point 249,14:41:11,18.51297,73.7824,Forward
250,point 250,14:42:11,18.51298,73.78241,Forward
251,point 251,14:43:11,18.51302,73.78242,Forward
252,point 252,14:44:11,18.5132,73.78246,Forward
253,point 253,14:45:11,18.51347,73.78252,Forward
254,point 254,14:46:11,18.51368,73.78255,Forward
255,point 255,14:47:11,18.51381,73.78256,Forward
256,point 256,14:48:11,18.51406,73.78253,Forward
257,point 257,14:49:11,18.5142,73.78249,Forward
258,point 258,14:50:11,18.51438,73.78244,Forward
259,point 259,14:51:11,18.51449,73.78239,Forward
260,point 260,14:52:11,18.51463,73.78233,Forward
261,point 261,14:53:11,18.51467,73.78232,Forward
262,point 262,14:54:11,18.51479,73.78226,Forward
263,point 263,14:55:11,18.5149,73.78222,Forward
264,point 264,14:56:11,18.51521,73.7821,Forward
265,point 265,14:57:11,18.51523,73.78209,Forward
266,point 266,14:58:11,18.51538,73.78201,Forward
267,point 267,14:59:11,18.51551,73.78195,Forward
268,point 268,15:00:11,18.51566,73.78186,Forward
269,point 269,15:01:11,18.51589,73.78173,Forward
270,point 270,15:02:11,18.51621,73.7816,Forward
271,point 271,15:03:11,18.5163,73.78156,Forward
272,point 272,15:04:11,18.51661,73.78139,Forward
273,point 273,15:05:11,18.51667,73.78135,Forward
274,point 274,15:06:11,18.51674,73.78131,Forward
275,point 275,15:07:11,18.51679,73.78128,Forward
276,point 276,15:08:11,18.51685,73.78123,Forward
277,point 277,15:09:11,18.51692,73.78116,Forward
278,point 278,15:10:11,18.51699,73.78109,Forward
279,point 279,15:11:11,18.51708,73.781,Forward
280,point 280,15:12:11,18.51718,73.7809,Forward
281,point 281,15:13:11,18.51728,73.78078,Forward
282,point 282,15:14:11,18.51754,73.78047,Forward
283,point 283,15:15:11,18.5176,73.7804,Forward
284,point 284,15:16:11,18.51768,73.78032,Forward
285,point 285,15:17:11,18.51778,73.7802,Forward
286,point 286,15:18:11,18.51778,73.78014,Forward
287,point 287,15:19:11,18.51765,73.78016,Forward
288,point 288,15:20:11,18.51746,73.78019,Forward
289,point 289,15:21:11,18.51737,73.7802,Forward
290,point 290,15:22:11,18.51732,73.7802,Forward
291,point 291,15:23:11,18.51737,73.7802,Forward
292,point 292,15:24:11,18.51746,73.78019,Forward
293,point 293,15:25:11,18.51765,73.78016,Forward
294,point 294,15:26:11,18.51778,73.78014,Forward
295,point 295,15:27:11,18.51778,73.7802,Forward
296,point 296,15:28:11,18.51768,73.78032,Forward
297,point 297,15:29:11,18.5176,73.7804,Forward
298,point 298,15:30:11,18.51754,73.78047,Forward
299,point 299,15:31:11,18.51728,73.78078,Forward
300,point 300,15:32:11,18.51718,73.7809,Forward
301,point 301,15:33:11,18.51708,73.781,Forward
302,point 302,15:34:11,18.51699,73.78109,Forward
303,point 303,15:35:11,18.51692,73.78116,Forward
304,point 304,15:36:11,18.51685,73.78123,Forward
305,point 305,15:37:11,18.51679,73.78128,Forward
306,point 306,15:38:11,18.51674,73.78131,Forward
307,point 307,15:39:11,18.51667,73.78135,Forward
308,point 308,15:40:11,18.51661,73.78139,Forward
309,point 309,15:41:11,18.5163,73.78156,Forward
310,point 310,15:42:11,18.51621,73.7816,Forward
311,point 311,15:43:11,18.51589,73.78173,Forward
312,point 312,15:44:11,18.51566,73.78186,Forward
313,point 313,15:45:11,18.51551,73.78195,Forward
314,point 314,15:46:11,18.51538,73.78201,Forward
315,point 315,15:47:11,18.51523,73.78209,Forward
316,point 316,15:48:11,18.51521,73.7821,Forward
317,point 317,15:49:11,18.5149,73.78222,Forward
318,point 318,15:50:11,18.51479,73.78226,Forward
319,point 319,15:51:11,18.51467,73.78232,Forward
320,point 320,15:52:11,18.51463,73.78233,Forward
321,point 321,15:53:11,18.51449,73.78239,Forward
322,point 322,15:54:11,18.51438,73.78244,Forward
323,point 323,15:55:11,18.5142,73.78249,Forward
324,point 324,15:56:11,18.51406,73.78253,Forward
325,point 325,15:57:11,18.51381,73.78256,Forward
326,point 326,15:58:11,18.51368,73.78255,Forward
327,point 327,15:59:11,18.51347,73.78252,Forward
328,point 328,16:00:11,18.5132,73.78246,Forward
329,point 329,16:01:11,18.51302,73.78242,Forward
330,point 330,16:02:11,18.51299,73.78243,Forward
331,point 331,16:03:11,18.51298,73.78243,Forward
332,point 332,16:04:11,18.51296,73.78243,Forward
333,point 333,16:05:11,18.51295,73.78243,Forward
334,point 334,16:06:11,18.5127,73.78239,Forward
335,point 335,16:07:11,18.51255,73.78235,Forward
336,point 336,16:08:11,18.5122,73.78227,Forward
337,point 337,16:09:11,18.51217,73.78226,Forward
338,point 338,16:10:11,18.51198,73.78221,Forward
339,point 339,16:11:11,18.51185,73.78218,Forward
340,point 340,16:12:11,18.5117,73.78214,Forward
341,point 341,16:13:11,18.51148,73.78209,Forward
342,point 342,16:14:11,18.51136,73.78208,Forward
343,point 343,16:15:11,18.51116,73.78205,Forward
344,point 344,16:16:11,18.51111,73.78206,Forward
345,point 345,16:17:11,18.51106,73.78205,Forward
346,point 346,16:18:11,18.51094,73.78205,Forward
347,point 347,16:19:11,18.51079,73.78206,Forward
348,point 348,16:20:11,18.51065,73.78207,Forward
349,point 349,16:21:11,18.51052,73.78209,Forward
350,point 350,16:22:11,18.51042,73.78211,Forward
351,point 351,16:23:11,18.51032,73.78213,Forward
352,point 352,16:24:11,18.51018,73.78217,Forward
353,point 353,16:25:11,18.51006,73.78219,Forward
354,point 354,16:26:11,18.50954,73.78234,Forward
355,point 355,16:27:11,18.50909,73.78246,Forward
356,point 356,16:28:11,18.50885,73.78256,Forward
357,point 357,16:29:11,18.50885,73.78261,Forward
358,point 358,16:30:11,18.50884,73.78263,Forward
359,point 359,16:31:11,18.50884,73.78265,Forward
360,point 360,16:32:11,18.50883,73.78267,Forward
361,point 361,16:33:11,18.50881,73.78269,Forward
362,point 362,16:34:11,18.50879,73.78271,Forward
363,point 363,16:35:11,18.50878,73.78272,Forward
364,point 364,16:36:11,18.50876,73.78273,Forward
365,point 365,16:37:11,18.50873,73.78273,Forward
366,point 366,16:38:11,18.50871,73.78273,Forward
367,point 367,16:39:11,18.50869,73.78273,Forward
368,point 368,16:40:11,18.50865,73.78277,Forward
369,point 369,16:41:11,18.50863,73.78284,Forward
370,point 370,16:42:11,18.50863,73.78285,Forward
371,point 371,16:43:11,18.50863,73.78286,Forward
372,point 372,16:44:11,18.50862,73.78287,Forward
373,point 373,16:45:11,18.5086,73.78288,Forward
374,point 374,16:46:11,18.50847,73.783,Forward
375,point 375,16:47:11,18.50834,73.78311,Forward
376,point 376,16:48:11,18.50808,73.78334,Forward
377,point 377,16:49:11,18.50794,73.78347,Forward
378,point 378,16:50:11,18.50788,73.78353,Forward
379,point 379,16:51:11,18.50783,73.78358,Forward
380,point 380,16:52:11,18.5078,73.78362,Forward
381,point 381,16:53:11,18.50779,73.78365,Forward
382,point 382,16:54:11,18.50776,73.7837,Forward
383,point 383,16:55:11,18.50774,73.78375,Forward
384,point 384,16:56:11,18.50772,73.7838,Forward
385,point 385,16:57:11,18.5077,73.78389,Forward
386,point 386,16:58:11,18.50768,73.78401,Forward
387,point 387,16:59:11,18.50767,73.78408,Forward
388,point 388,17:00:11,18.50765,73.78417,Forward
389,point 389,17:01:11,18.50764,73.78428,Forward
390,point 390,17:02:11,18.50765,73.78434,Forward
391,point 391,17:03:11,18.50765,73.78439,Forward
392,point 392,17:04:11,18.50768,73.78448,Forward
393,point 393,17:05:11,18.50771,73.78454,Forward
394,point 394,17:06:11,18.50774,73.78458,Forward
395,point 395,17:07:11,18.50777,73.78463,Forward
396,point 396,17:08:11,18.5078,73.78468,Forward
397,point 397,17:09:11,18.5078,73.78476,Forward
398,point 398,17:10:11,18.50783,73.7849,Forward
399,point 399,17:11:11,18.50792,73.78527,Forward
400,point 400,17:12:11,18.50793,73.7853,Forward
401,point 401,17:13:11,18.50793,73.78531,Forward
402,point 402,17:14:11,18.50793,73.78532,Forward
403,point 403,17:15:11,18.50794,73.78536,Forward
404,point 404,17:16:11,18.50797,73.78539,Forward
405,point 405,17:17:11,18.508,73.78543,Forward
406,point 406,17:18:11,18.50807,73.78548,Forward
407,point 407,17:19:11,18.50815,73.78553,Forward
408,point 408,17:20:11,18.50822,73.78557,Forward
409,point 409,17:21:11,18.50835,73.78564,Forward
410,point 410,17:22:11,18.50845,73.7857,Forward
411,point 411,17:23:11,18.50851,73.78573,Forward
412,point 412,17:24:11,18.50853,73.78574,Forward
413,point 413,17:25:11,18.50856,73.78575,Forward
414,point 414,17:26:11,18.5086,73.78575,Forward
415,point 415,17:27:11,18.50864,73.78574,Forward
416,point 416,17:28:11,18.50868,73.78572,Forward
417,point 417,17:29:11,18.50871,73.78571,Forward
418,point 418,17:30:11,18.50874,73.78571,Forward
419,point 419,17:31:11,18.50877,73.7857,Forward
420,point 420,17:32:11,18.5088,73.78571,Forward
421,point 421,17:33:11,18.50883,73.78572,Forward
422,point 422,17:34:11,18.50885,73.78573,Forward
423,point 423,17:35:11,18.50893,73.78578,Forward
424,point 424,17:36:11,18.50902,73.78585,Forward
425,point 425,17:37:11,18.5092,73.78597,Forward
426,point 426,17:38:11,18.5093,73.78603,Forward
427,point 427,17:39:11,18.5094,73.78608,Forward
428,point 428,17:40:11,18.50944,73.78611,Forward
429,point 429,17:41:11,18.51001,73.78634,Forward
430,point 430,17:42:11,18.51027,73.78646,Forward
431,point 431,17:43:11,18.51032,73.78648,Forward
432,point 432,17:44:11,18.51067,73.7866,Forward
433,point 433,17:45:11,18.51084,73.78604,Forward
434,point 434,17:46:11,18.51088,73.78593,Forward
435,point 435,17:47:11,18.51088,73.78592,Forward
436,point 436,17:48:11,18.5109,73.7859,Forward
437,point 437,17:49:11,18.51091,73.78587,Forward
438,point 438,17:50:11,18.51093,73.78587,Forward
439,point 439,17:51:11,18.51095,73.78587,Forward
440,point 440,17:52:11,18.51099,73.78587,Forward
441,point 441,17:53:11,18.51103,73.78586,Forward
442,point 442,17:54:11,18.51105,73.78586,Forward
443,point 443,17:55:11,18.51106,73.78586,Forward
444,point 444,17:56:11,18.51108,73.78585,Forward
445,point 445,17:57:11,18.51109,73.78584,Forward
446,point 446,17:58:11,18.51111,73.78581,Forward
447,point 447,17:59:11,18.51113,73.78578,Forward
448,point 448,18:00:11,18.51115,73.78575,Forward
449,point 449,18:01:11,18.51116,73.78572,Forward
450,point 450,18:02:11,18.51117,73.7857,Forward
451,point 451,18:03:11,18.51118,73.78568,Forward
452,point 452,18:04:11,18.51119,73.78566,Forward
453,point 453,18:05:11,18.5112,73.78565,Forward
454,point 454,18:06:11,18.51121,73.78564,Forward
455,point 455,18:07:11,18.51122,73.78562,Forward
456,point 456,18:08:11,18.51124,73.7856,Forward
457,point 457,18:09:11,18.51129,73.78557,Forward
458,point 458,18:10:11,18.5113,73.78552,Forward
459,point 459,18:11:11,18.51134,73.7854,Forward
460,point 460,18:12:11,18.51138,73.7853,Forward
461,point 461,18:13:11,18.51138,73.78528,Forward
462,point 462,18:14:11,18.51138,73.78526,Forward
463,point 463,18:15:11,18.51139,73.78524,Forward
464,point 464,18:16:11,18.51138,73.78523,Forward
465,point 465,18:17:11,18.51138,73.78521,Forward
466,point 466,18:18:11,18.51138,73.78519,Forward
467,point 467,18:19:11,18.51137,73.78517,Forward
468,point 468,18:20:11,18.51136,73.78516,Forward
469,point 469,18:21:11,18.51135,73.78515,Forward
470,point 470,18:22:11,18.51132,73.78513,Forward
471,point 471,18:23:11,18.51128,73.7851,Forward
472,point 472,18:24:11,18.51117,73.78505,Forward
473,point 473,18:25:11,18.511,73.78498,Forward
474,point 474,18:26:11,18.51089,73.78493,Forward
475,point 475,18:27:11,18.5107,73.78485,Forward
476,point 476,18:28:11,18.51069,73.78484,Forward
477,point 477,18:29:11,18.51061,73.7848,Forward
478,point 478,18:30:11,18.5105,73.78474,Forward
479,point 479,18:31:11,18.51041,73.7847,Forward
480,point 480,18:32:11,18.51037,73.78468,Forward
481,point 481,18:33:11,18.51042,73.78443,Forward
482,point 482,18:34:11,18.51041,73.78436,Forward
483,point 483,18:35:11,18.51042,73.78443,Forward
484,point 484,18:36:11,18.51037,73.78468,Forward
485,point 485,18:37:11,18.51041,73.7847,Forward
486,point 486,18:38:11,18.5105,73.78474,Forward
487,point 487,18:39:11,18.51061,73.7848,Forward
488,point 488,18:40:11,18.51069,73.78484,Forward
489,point 489,18:41:11,18.5107,73.78485,Forward
490,point 490,18:42:11,18.51072,73.78486,Forward
492,point 492,10:33:11,18.5075355,73.8077237,Forward
494,point 494,10:33:11,18.5107192,73.7848559,Forward
